© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Doxo21 vs Cycling0	STAT4	 	transcription regulator	Activated	2.434	bias	1.83E-02	C3,CCL2,ITGA7,P4HA2,RORA,VSIR	 
Doxo21 vs Cycling0	HIF1A	 	transcription regulator	Activated	2.713	bias	5.31E-06	ADM,AGTR1,ANGPTL4,CCL2,CSF1,ELF3,EPAS1,GPER1,ID1,IGFBP3,mir-210,P4HA2,PCDH10,PTGIS,RORA,SCG2,SDC4,SOD2,SPAG4	88 (15)
Doxo21 vs Cycling0	BHLHE40	 	transcription regulator	Activated	2.704	bias	6.40E-05	CSF2RB,GARIN1A,ID1,JCHAIN,LPAR1,PCDH7,PCSK1,PLIN2,SCARF1,SDC4,SOD2,TNFSF14	 
Doxo21 vs Cycling0	SIM1	 	transcription regulator	Activated	2.236	bias	4.58E-02	ADAM28,AKR1B1,ANGPTL4,LAMA2,USP2	 
Doxo21 vs Cycling0	TWIST1	 	transcription regulator	Activated	2.574	bias	4.25E-03	C1QTNF1,C3,CCL2,CHAD,PAMR1,PDGFRA,UNC5B	 
Doxo21 vs Cycling0	JUN	 	transcription regulator	Activated	2.101	bias	9.38E-06	ACP5,ARHGDIB,C3,CCL2,CSF1,CYP2J2,EPAS1,IGFBP3,IGFBP7,KRT15,LBP,LPAR1,MITA1,MT2A,PCSK1,PTGES,SOD2	78 (14)
Doxo21 vs Cycling0	ARNT	 	transcription regulator	Activated	2.191	bias	8.96E-04	ADM,ANGPTL4,CRYAB,CYP2A6,EPAS1,RGS5,SOD2	66 (10)
Doxo21 vs Cycling0	CEBPB	 	transcription regulator	Activated	3.222	bias	7.47E-04	ADM,C3,CCL2,CCL7,CYP2E1,HSD11B1,ID1,IGFBP3,KRT15,LBP,MGP,PDGFRA,PTGES,RORA,SOD2	59 (12)
Doxo21 vs Cycling0	HNF1A	 	transcription regulator	Activated	2.630	bias	1.34E-03	AADAC,CYP2E1,ELF3,ENPEP,HSD11B1,LBP,PAMR1,PCSK1,SERPING1,SLPI,SNAP25-AS1,TMPRSS2,WFDC21P	 
Doxo21 vs Cycling0	KLF6	 	transcription regulator	Activated	2.759	bias	3.70E-03	ADM,ANGPTL4,CCL2,CSF2RB,LPAR1,P4HA2,PLAT,SOD2	46 (7)
Doxo21 vs Cycling0	SMARCB1	 	transcription regulator	Activated	2.366	bias	1.73E-02	COL14A1,CSF1,CYP2E1,LBP,PPP1R3C,TMOD1	 
Doxo21 vs Cycling0	ARNT2	 	transcription regulator	Activated	2.236	bias	3.93E-02	ADAM28,AKR1B1,ANGPTL4,LAMA2,USP2	 
Doxo21 vs Cycling0	SMARCA4	 	transcription regulator	Activated	2.874	bias	1.97E-04	ARHGDIB,BEND5,C1orf54,CCL2,CSF1,GPR68,IGFBP3,IGFBP7,IRF6,ITGA7,KRT15,MGP,NIM1K,PCDH1,PLAT,PLIN2,TSPAN13	 
Doxo21 vs Cycling0	ESRRA	 	transcription regulator	Activated	2.339	bias	1.20E-03	ACTN2,ANGPTL4,CCL2,ENPEP,EPAS1,FABP3,GSDMB,KRT15,KRT38,MYOZ2,UNC5B	47 (7)
Doxo14 vs Doxo3	HMG20A	 	transcription regulator	Activated	2.236	bias	3.65E-04	ADM,CSF1,MGP,POSTN,SDC4	 
Doxo14 vs Doxo3	STAT3	 	transcription regulator	Activated	2.909	bias	7.22E-03	ADM,AMPD3,ANGPTL4,C3,CCL2,LBP,SDC4,SLC2A5,SLPI,SOD2,TRPM3	58 (13)
Doxo14 vs Doxo3	LEF1	 	transcription regulator	Activated	2.000	 	8.60E-02	PCSK1N,PLAG1,TLR7,TNIP3	 
Doxo14 vs Doxo3	STAT4	 	transcription regulator	Activated	2.233	bias	8.26E-03	C3,CCL2,ITGA7,P4HA2,VSIR	 
Doxo14 vs Doxo3	HIF1A	 	transcription regulator	Activated	2.107	bias	6.50E-04	ADM,ANGPTL4,CCL2,CSF1,ELF3,P4HA2,PTGIS,RAB11FIP4,SCG2,SDC4,SOD2	55 (12)
Doxo14 vs Doxo3	BHLHE40	 	transcription regulator	Activated	2.236	bias	1.02E-02	CSF2RB,GARIN1A,SCARF1,SDC4,SOD2,TNFSF14	 
Doxo14 vs Doxo3	SIM1	 	transcription regulator	Activated	2.000	bias	2.93E-02	ADAM28,AKR1B1,ANGPTL4,POSTN	 
Doxo14 vs Doxo3	NUPR1	 	transcription regulator	Activated	2.000	 	3.05E-01	ADM,P4HA2,SAMD4A,UNC5B	 
Doxo14 vs Doxo3	TWIST1	 	transcription regulator	Activated	2.182	bias	7.28E-03	C3,CCL2,PAMR1,PDGFRA,UNC5B	 
Doxo14 vs Doxo3	JUN	 	transcription regulator	Activated	2.008	bias	2.70E-03	C3,CCL2,CSF1,CYP2J2,KRT15,LBP,MITA1,PTGES,SOD2	61 (15)
Doxo14 vs Doxo3	CEBPB	 	transcription regulator	Activated	2.946	bias	1.85E-04	ADM,C3,CCL2,CCL7,CYP2E1,KRT15,LBP,MGP,PDGFRA,PDK4,PTGES,SOD2	41 (11)
Doxo14 vs Doxo3	MED1	 	transcription regulator	Activated	2.236	bias	9.32E-03	DCHS2,EPHA3,PDK4,SYNPO2,TMPRSS2	 
Doxo14 vs Doxo3	KLF6	 	transcription regulator	Activated	2.577	bias	7.62E-04	ADM,ANGPTL4,CCL2,CSF2RB,P4HA2,PLAT,SOD2	27 (5)
Doxo14 vs Doxo3	GATA6	 	transcription regulator	Activated	2.395	 	1.35E-03	IRF6,PDGFRA,PTGES,PTGIS,SLPI,SOD2	 
Doxo14 vs Doxo3	SMARCB1	 	transcription regulator	Activated	2.153	bias	7.83E-03	CSF1,CYP2E1,LBP,POSTN,TMOD1	 
Doxo14 vs Doxo3	ARNT2	 	transcription regulator	Activated	2.000	bias	2.56E-02	ADAM28,AKR1B1,ANGPTL4,POSTN	 
Doxo14 vs Doxo3	SOX9	 	transcription regulator	Activated	2.000	bias	8.20E-03	CYP26B1,KRT15,LBP,POSTN	 
Doxo14 vs Doxo3	SMARCA4	 	transcription regulator	Activated	2.333	bias	3.80E-04	BEND5,CCL2,CSF1,GPR68,HEPH,IRF6,ITGA7,KRT15,MGP,NMRAL2P,PLAT,TSPAN13	 
Doxo21 vs Doxo3	LEF1	 	transcription regulator	Activated	2.236	 	2.48E-02	ARHGDIB,PCSK1N,PLAG1,TLR7,TNIP3	 
Doxo21 vs Doxo3	STAT4	 	transcription regulator	Activated	2.434	bias	1.47E-03	C3,CCL2,ITGA7,P4HA2,RORA,VSIR	 
Doxo21 vs Doxo3	HIF1A	 	transcription regulator	Activated	2.089	bias	5.78E-04	AGTR1,CCL2,CSF1,mir-210,P4HA2,PTGIS,RAB11FIP4,RORA,SCG2,SDC4,SOD2	50 (13)
Doxo21 vs Doxo3	BHLHE40	 	transcription regulator	Activated	2.000	bias	3.48E-02	CSF2RB,SCARF1,SDC4,SOD2,TNFSF14	 
Doxo21 vs Doxo3	CEBPB	 	transcription regulator	Activated	2.595	bias	7.26E-03	C3,CCL2,CYP2E1,KRT15,MGP,PDK4,PTGES,RORA,SOD2	41 (10)
Doxo21 vs Doxo3	MED1	 	transcription regulator	Activated	2.000	bias	3.79E-02	EPHA3,PDK4,SYNPO2,TMPRSS2	 
Doxo21 vs Doxo3	HNF1A	 	transcription regulator	Activated	2.219	bias	2.57E-02	AADAC,CYP2E1,ENPEP,PAMR1,SLPI,TMPRSS2,WFDC21P	 
Doxo21 vs Doxo3	KLF6	 	transcription regulator	Activated	2.164	bias	1.61E-02	CCL2,CSF2RB,P4HA2,PLAT,SOD2	 
Doxo21 vs Doxo3	SMARCA4	 	transcription regulator	Activated	2.828	bias	3.35E-04	ARHGDIB,BEND5,CCL2,CSF1,GPR68,HEPH,ITGA7,KRT15,MGP,NMRAL2P,PLAT,TSPAN13	17 (2)
Palbo3 vs Cycling0	STAT3	 	transcription regulator	Activated	2.481	bias	1.46E-02	ANGPTL4,BOC,BST2,C3,CCL2,EPAS1,ID1,LBP,LOX,PCSK1,SLC2A5,SLPI,SOD2	 
Palbo3 vs Cycling0	EPAS1	1.270	transcription regulator	Activated	2.218	bias	2.26E-03	ACP5,ANGPTL4,EPAS1,LOX,PCDH10,PLIN2,SOD2,SPAG4	13 (3)
Palbo3 vs Cycling0	BHLHE40	 	transcription regulator	Activated	2.945	bias	2.71E-04	CSF2RB,GARIN1A,ID1,LOX,LPAR1,PCSK1,PLIN2,SCARF1,SOD2,TNFSF14	43 (7)
Palbo3 vs Cycling0	TWIST1	 	transcription regulator	Activated	2.753	bias	3.10E-04	BST2,C1QTNF1,C3,CCL2,CHAD,PAMR1,PDGFRA,SDC3	 
Palbo3 vs Cycling0	CEBPB	 	transcription regulator	Activated	2.556	bias	9.65E-03	C3,CCL2,CCL7,CYP2E1,HSD11B1,ID1,LBP,MGP,PDGFRA,PTGES,SOD2	54 (13)
Palbo3 vs Cycling0	HNF1A	 	transcription regulator	Activated	2.433	bias	2.85E-03	AADAC,CYP2E1,HSD11B1,LBP,PAMR1,PCSK1,SERPING1,SLPI,SNAP25-AS1,TMPRSS2,WFDC21P	 
Palbo3 vs Cycling0	KLF6	 	transcription regulator	Activated	2.377	bias	1.87E-02	ANGPTL4,CCL2,CSF2RB,LPAR1,PLAT,SOD2	 
Palbo3 vs Cycling0	SMARCB1	 	transcription regulator	Activated	2.373	bias	7.76E-03	CCDC85A,COL14A1,CSF1,CYP2E1,LBP,PPP1R3C	 
Palbo3 vs Cycling0	TCF7L2	 	transcription regulator	Activated	2.121	bias	2.18E-02	ARHGDIB,CYP2E1,EPAS1,FTH1,GJC2,ID1,PCSK1N,PLAT	 
Palbo14 vs Cycling0	NPM1	 	transcription regulator	Activated	2.327	bias	1.37E-05	CCL2,CSF1,ENO2,FTH1,IGFBP3,IL6,LOX,PLOD1,SDC4,SOD2	70 (11)
Palbo14 vs Cycling0	HMG20A	 	transcription regulator	Activated	2.828	bias	2.27E-05	ADM,BST2,CSF1,IGFBP3,IL6,MGP,POSTN,SDC4	 
Palbo14 vs Cycling0	STAT3	 	transcription regulator	Activated	4.115	bias	7.09E-04	ADM,AMPD3,ANGPTL4,BOC,BST2,C3,CCL2,ENO2,EPAS1,IL33,IL6,LBP,LOX,NDRG1,PCSK1,RORA,SDC4,SLC2A5,SLPI,SOD2	97 (17)
Palbo14 vs Cycling0	TEAD4	 	transcription regulator	Activated	2.000	bias	3.94E-02	ADM,CD34,IRF6,POSTN	 
Palbo14 vs Cycling0	FEV	 	transcription regulator	Activated	2.000	bias	1.25E-02	GRIA3,LPAR1,SCG2,SYT1	 
Palbo14 vs Cycling0	EPAS1	3.598	transcription regulator	Activated	2.200	bias	3.77E-06	ACP5,ADM,ANGPTL4,ENO2,EPAS1,IGFBP3,IL6,LOX,NDRG1,PCDH10,PFKFB4,PLIN2,SOD2,SPAG4	63 (10)
Palbo14 vs Cycling0	REL	 	transcription regulator	Activated	2.183	bias	1.49E-02	CCL2,DNAH1,IL6,IRF6,PTGDS,SOD2,TNFSF13B	 
Palbo14 vs Cycling0	LEF1	 	transcription regulator	Activated	2.449	 	4.19E-02	CPE,ENO2,IL6,PCSK1N,PLAG1,TLR7,TNIP3	 
Palbo14 vs Cycling0	STAT4	 	transcription regulator	Activated	2.970	bias	6.83E-04	C3,CCL2,ENO2,IL6,ITGA7,NDRG1,P4HA2,RORA,VSIR	90 (12)
Palbo14 vs Cycling0	HIF1A	 	transcription regulator	Activated	3.281	bias	1.20E-08	ADM,AGTR1,ANGPTL4,CCL2,CSF1,ELF3,ENO2,EPAS1,FAM162A,GPER1,IGFBP3,IL6,ITGA1,LOX,mir-210,NDRG1,P4HA2,PCDH10,PFKFB4,PTGIS,RORA,SCG2,SDC4,SOD2,SPAG4	95 (16)
Palbo14 vs Cycling0	IRF2	 	transcription regulator	Activated	2.236	bias	1.38E-02	C1QTNF1,IL6,LBP,RARRES1,TNFSF13B	 
Palbo14 vs Cycling0	BHLHE40	 	transcription regulator	Activated	3.208	bias	2.76E-06	CSF2RB,ENO2,GARIN1A,IL6,JCHAIN,LOX,LPAR1,NDRG1,PCDH7,PCSK1,PLIN2,SCARF1,SDC4,SOD2,TNFSF14	61 (8)
Palbo14 vs Cycling0	SIM1	 	transcription regulator	Activated	2.449	bias	2.46E-02	ADAM28,AKR1B1,ANGPTL4,LAMA2,POSTN,USP2	 
Palbo14 vs Cycling0	NUPR1	 	transcription regulator	Activated	2.530	bias	4.36E-02	ADM,ENO2,FAM162A,MT1X,NDRG1,P4HA2,PFKFB4,PKD1L1-AS1,SAMD4A,UNC5B	 
Palbo14 vs Cycling0	TWIST1	 	transcription regulator	Activated	3.087	bias	1.16E-04	BST2,C1QTNF1,C3,CCL2,CHAD,IL6,PAMR1,PDGFRA,SDC3,UNC5B	65 (7)
Palbo14 vs Cycling0	NOTCH3	 	transcription regulator	Activated	2.630	bias	5.83E-05	ACTN2,COL14A1,COL8A1,EPAS1,IL6,ITGA1,ITGA7,PDK4,RGS5	72 (12)
Palbo14 vs Cycling0	JUN	 	transcription regulator	Activated	2.914	bias	4.05E-06	ACP5,C3,CCL2,CSF1,CYP2J2,EPAS1,FTH1,IGFBP3,IGFBP7,IL6,KRT15,LBP,LPAR1,MITA1,NDRG1,PCSK1,PTGDS,PTGES,SOD2	102 (19)
Palbo14 vs Cycling0	SREBF1	 	transcription regulator	Activated	2.449	bias	3.56E-02	FABP3,GPNMB,HSD17B1,IL6,P4HA2,PTGDS,SEZ6L2	 
Palbo14 vs Cycling0	ARNT	 	transcription regulator	Activated	2.191	bias	1.95E-03	ADM,ANGPTL4,CRYAB,CYP2A6,EPAS1,RGS5,SOD2	80 (12)
Palbo14 vs Cycling0	CEBPB	 	transcription regulator	Activated	3.479	bias	1.08E-03	ADM,C3,CCL2,CCL7,CYP2E1,HSD11B1,IGFBP3,IL6,KRT15,LBP,MGP,PDGFRA,PDK4,PTGES,RORA,SOD2	103 (18)
Palbo14 vs Cycling0	EP300	 	transcription regulator	Activated	2.021	bias	6.66E-05	CCL2,DIO1,ENO2,FTH1,HSD11B1,HVCN1,IL6,IRF6,NDRG1,PDK4,RAPGEF4,RNF125,SDC4,SOD2,TMPRSS2,TXNIP	96 (16)
Palbo14 vs Cycling0	HNF1A	 	transcription regulator	Activated	2.630	bias	5.47E-04	AADAC,CYP2E1,ELF3,ENPEP,HSD11B1,LBP,MT1X,NDRG1,PAMR1,PCSK1,SERPING1,SLPI,SNAP25-AS1,TMPRSS2,WFDC21P	 
Palbo14 vs Cycling0	ATF4	 	transcription regulator	Activated	2.191	bias	9.33E-03	ATP1A2,CCL2,IGFBP7,IL6,NDRG1,SNTB1,SOD2	87 (16)
Palbo14 vs Cycling0	KLF6	 	transcription regulator	Activated	3.073	bias	6.31E-04	ADM,ANGPTL4,CCL2,CSF2RB,ENO2,IL6,LPAR1,P4HA2,PLAT,SOD2	79 (13)
Palbo14 vs Cycling0	SMARCB1	 	transcription regulator	Activated	2.749	bias	2.58E-03	CCDC85A,COL14A1,CSF1,CYP2E1,LBP,POSTN,PPP1R3C,TMOD1	 
Palbo14 vs Cycling0	ARNT2	 	transcription regulator	Activated	2.449	bias	2.05E-02	ADAM28,AKR1B1,ANGPTL4,LAMA2,POSTN,USP2	 
Palbo14 vs Cycling0	YAP1	 	transcription regulator	Activated	2.724	bias	3.09E-02	ANGPTL4,BST2,CCL2,CSF1,CYP2J2,CYTIP,IL6,ITGA1,LOX,NDRG1,PDK4,RASSF4	 
Palbo14 vs Cycling0	SOX9	 	transcription regulator	Activated	2.449	bias	4.22E-03	CYP26B1,IL6,KRT15,LBP,POSTN,PTGDS	53 (7)
Palbo14 vs Cycling0	NFKB1	 	transcription regulator	Activated	2.249	bias	1.21E-05	AKR1B1,C3,CCL2,CSF1,ELF3,EPAS1,IGFBP3,IL6,KCNT2,LBP,MADCAM1,POU2F2,SDC4,SOD2	88 (16)
Palbo14 vs Cycling0	RELA	 	transcription regulator	Activated	2.268	bias	1.36E-04	ACTN2,C3,CCL2,CRYAB,ELF3,EPAS1,IL6,KCNT2,KRT15,MADCAM1,MITA1,PTGDS,PTGES,SDC4,SLC2A5,SOD2	89 (13)
Palbo14 vs Cycling0	SMARCA4	 	transcription regulator	Activated	2.848	bias	3.84E-05	BEND5,C1orf54,CCL2,CSF1,ENO2,GPR68,HEPH,IGFBP3,IGFBP7,IL6,IRF6,ITGA7,KRT15,LOX,MGP,NIM1K,PCDH1,PLAT,PLIN2,TSPAN13	100 (12)
Palbo14 vs Cycling0	ESRRA	 	transcription regulator	Activated	2.365	bias	2.34E-05	ACTN2,ANGPTL4,CCL2,COL8A1,ENO2,ENPEP,EPAS1,FABP3,GSDMB,IL6,KRT15,KRT38,MYOZ2,PDK4,UNC5B	82 (16)
Palbo14 vs Cycling0	TCF7	 	transcription regulator	Activated	2.219	 	2.08E-01	CPE,ENO2,IL6,PCSK1N,PLAG1,RORA	 
Palbo14 vs Cycling0	POU2F2	1.183	transcription regulator	Activated	2.236	bias	3.30E-03	IL6,LRRC32,mir-210,PFKFB4,POU2F2	 
Palbo14 vs Cycling0	IRF6	2.231	transcription regulator	Activated	2.183	bias	4.11E-04	BST2,CCL2,IL6,PTGES,SOD2	85 (19)
Palbo28 vs Cycling0	NPM1	 	transcription regulator	Activated	2.327	bias	2.65E-05	CCL2,CSF1,ENO2,FTH1,IGFBP3,IL6,LOX,PLOD1,SDC4,SOD2	72 (11)
Palbo28 vs Cycling0	HMG20A	 	transcription regulator	Activated	2.828	bias	3.91E-05	ADM,BST2,CSF1,IGFBP3,IL6,MGP,POSTN,SDC4	 
Palbo28 vs Cycling0	STAT3	 	transcription regulator	Activated	4.115	bias	7.57E-04	ADM,AMPD3,ANGPTL4,BOC,BST2,C3,CCL2,ENO2,EPAS1,IL33,IL6,LBP,LOX,NDRG1,PCSK1,RORA,SDC4,SLC2A5,SLPI,SOD2,TRPM3	99 (14)
Palbo28 vs Cycling0	TEAD4	 	transcription regulator	Activated	2.000	bias	4.97E-02	ADM,CD34,IRF6,POSTN	 
Palbo28 vs Cycling0	FEV	 	transcription regulator	Activated	2.000	bias	1.61E-02	GRIA3,LPAR1,SCG2,SYT1	 
Palbo28 vs Cycling0	EPAS1	3.774	transcription regulator	Activated	2.200	bias	9.05E-06	ACP5,ADM,ANGPTL4,ENO2,EPAS1,IGFBP3,IL6,LOX,NDRG1,PCDH10,PFKFB4,PLIN2,SOD2,SPAG4	75 (14)
Palbo28 vs Cycling0	REL	 	transcription regulator	Activated	2.183	bias	2.17E-02	CCL2,DNAH1,IL6,IRF6,PTGDS,SOD2,TNFSF13B	 
Palbo28 vs Cycling0	LEF1	 	transcription regulator	Activated	2.449	 	5.86E-02	CPE,ENO2,IL6,PCSK1N,PLAG1,TLR7,TNIP3	 
Palbo28 vs Cycling0	STAT4	 	transcription regulator	Activated	2.970	bias	1.17E-03	C3,CCL2,ENO2,IL6,ITGA7,NDRG1,P4HA2,RORA,VSIR	86 (12)
Palbo28 vs Cycling0	HIF1A	 	transcription regulator	Activated	3.413	bias	1.33E-08	ADM,AGTR1,ANGPTL4,CCL2,CSF1,ELF3,ENO2,EPAS1,FAM162A,GPER1,IGFBP3,IL6,ITGA1,LOX,mir-210,NDRG1,P4HA2,PCDH10,PFKFB4,PTGIS,RAB11FIP4,RORA,SCG2,SDC4,SOD2,SPAG4	100 (15)
Palbo28 vs Cycling0	IRF2	 	transcription regulator	Activated	2.236	bias	1.86E-02	C1QTNF1,IL6,LBP,RARRES1,TNFSF13B	 
Palbo28 vs Cycling0	BHLHE40	 	transcription regulator	Activated	3.208	bias	6.98E-06	CSF2RB,ENO2,GARIN1A,IL6,JCHAIN,LOX,LPAR1,NDRG1,PCDH7,PCSK1,PLIN2,SCARF1,SDC4,SOD2,TNFSF14	63 (7)
Palbo28 vs Cycling0	SIM1	 	transcription regulator	Activated	2.449	bias	3.40E-02	ADAM28,AKR1B1,ANGPTL4,LAMA2,POSTN,USP2	 
Palbo28 vs Cycling0	TWIST1	 	transcription regulator	Activated	3.087	bias	2.17E-04	BST2,C1QTNF1,C3,CCL2,CHAD,IL6,PAMR1,PDGFRA,SDC3,UNC5B	 
Palbo28 vs Cycling0	NOTCH3	 	transcription regulator	Activated	2.630	bias	1.05E-04	ACTN2,COL14A1,COL8A1,EPAS1,IL6,ITGA1,ITGA7,PDK4,RGS5	49 (7)
Palbo28 vs Cycling0	JUN	 	transcription regulator	Activated	2.914	bias	3.34E-06	ACP5,C3,CCL2,CSF1,CYP2J2,EPAS1,FTH1,IGFBP3,IGFBP7,IL6,KRT15,LBP,LPAR1,MITA1,MT2A,NDRG1,PCSK1,PTGDS,PTGES,SOD2	103 (18)
Palbo28 vs Cycling0	SREBF1	 	transcription regulator	Activated	2.646	bias	1.91E-02	FABP3,GPNMB,HSD17B1,IL6,MT-ATP8,P4HA2,PTGDS,SEZ6L2	 
Palbo28 vs Cycling0	ARNT	 	transcription regulator	Activated	2.191	bias	2.99E-03	ADM,ANGPTL4,CRYAB,CYP2A6,EPAS1,RGS5,SOD2	84 (12)
